scenario,state,sector,subsector,subsector_detail,fuel_type,unit,2015,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
core_central~0002,ACT,Commercial buildings,Hospital,Vertical transport,Electricity,PJ,,,,,,,0.009171793311230476,0.01129368679603291,,0.0011124990999093335,0.0011554569052175288,0.00474526598750673,0.0047779410075044545,0.004011902745529406,0.005394720973065094,0.006475330777491215,0.008523145805164528
core_central~0002,ACT,Commercial buildings,Hotel,Cooling,Electricity,PJ,0.07033143397591575,0.07489669675053819,0.06472223164944373,0.06294216387750753,0.0603834415872024,0.05782567944712829,0.06334800425581266,0.06491985112718973,0.05298344594467588,0.0515371353463666,0.050206669313095725,0.05248566883585359,0.052862004916026724,0.05198213800731621,0.05291677321709652,0.05318294002162129,0.054698311334173765
core_central~0002,ACT,Commercial buildings,Hotel,Heating,Electricity,PJ,0.05196892927379246,0.05618611564666172,0.057880600333701245,0.059651470426085096,0.061486053321438985,0.06341633595556523,0.07031301930942156,0.07388526884690605,0.06986979466274829,0.0720774598706204,0.07444140604792895,0.0788713925150348,0.08138320567128933,0.08351145129311274,0.08649524096495345,0.08933790282657501,0.0929610801000299
core_central~0002,ACT,Commercial buildings,Hotel,Heating,Natural gas,PJ,0.024881900025928657,0.02671241336188959,0.023297014050261983,0.022549900541731,0.02033942533353603,0.01650088280132065,0.01258321088320106,0.008898931294674086,0.004952217911464325,,,,,,,,
core_central~0002,ACT,Commercial buildings,Hotel,IT Equipment,Electricity,PJ,0.03637740362100028,0.03896590198077787,0.03646180991399517,0.036396122442293836,0.03630682074186079,0.0362149326865392,0.045198240361352275,0.04817078844812721,0.03667671214691646,0.036766591476247126,0.036604423785187024,0.04071855064046401,0.0407944164013246,0.0398374171130319,0.04041700350020226,0.04041105633820787,0.04176915079866409
core_central~0002,ACT,Commercial buildings,Hotel,Lighting,Electricity,PJ,0.05348830434281576,0.05379582271221421,0.04467270221771032,0.042029754237793746,0.03942333925746444,0.036778050678815996,0.043435991614088135,0.04519329654348813,0.0322459108387127,0.030990819085001505,0.029849423332683624,0.03277094804414463,0.03184672657720786,0.030034018828089166,0.029099473280323234,0.02723587216981411,0.030492720459838227
core_central~0002,ACT,Commercial buildings,Hotel,Other,Electricity,PJ,,,,,,,0.008861988198122872,0.010941555424505743,,,,0.004521859413970025,0.004548220359813669,0.003795389611854375,0.004177463118604412,0.004169402851407532,0.005132137050111803
core_central~0002,ACT,Commercial buildings,Hotel,Vertical transport,Electricity,PJ,0.012125794909256138,0.013886091356529816,0.014200328424348553,0.014634764297124164,0.014981650850356468,0.015356635840272425,0.022036356582026212,0.024431807619069032,0.01712692973864825,0.017570590083885198,0.019144191085708327,0.022593401990669566,0.02320615096572659,0.024146649282613643,0.027918203621551722,0.028609586728680053,0.03112664456892129
core_central~0002,ACT,Commercial buildings,Law Court,Cooling,Electricity,PJ,,,,,,,0.007928964074375438,0.009980483376651188,,,,0.004036070993739135,0.004048211290126628,0.0032726855820456495,0.003658075372275752,0.0036269026346597787,0.004589791581406744
core_central~0002,ACT,Commercial buildings,Law Court,Hot Water,Electricity,PJ,,,,,,,0.0078092671966749,0.009823176886381275,,,,0.003940126786857674,0.003947792379910863,0.0032086674584978587,0.003579852829815927,0.00355289410741878,0.004502961837044943
core_central~0002,ACT,Commercial buildings,Law Court,IT Equipment,Electricity,PJ,,,,,,,0.007954025772476064,0.009997975140193722,,,,0.004019366750682355,0.004029658535243269,0.0032760894519778586,0.0036550504560744447,0.003626647081303379,0.004594462267952491
core_central~0002,ACT,Commercial buildings,Law Court,Lighting,Electricity,PJ,,,,,,,0.00795198140401979,0.00999168899931211,,,,0.004036214724190389,0.004037431555594252,0.003293307140918629,0.003696634373738916,0.003642363297562589,0.004577112779918357
core_central~0002,ACT,Commercial buildings,Office,Cooling,Electricity,PJ,0.33509487109703545,0.35683148750313726,0.3084901261269692,0.2998690326207119,0.2895024246865519,0.27847334586584505,0.2671366464082591,0.2628710752875809,0.2521425472523799,0.24547568888170923,0.2393297067011379,0.24242720871632284,0.24636213866466433,0.24706962181004405,0.25033597591448337,0.2525957563934758,0.25810004746659415
core_central~0002,ACT,Commercial buildings,Office,Heating,Electricity,PJ,0.2925759475003222,0.31630499923174654,0.3258614597891438,0.33580537288089435,0.3461621244741017,0.3611189548570248,0.3839064403300818,0.40509147047278254,0.42152896674448764,0.4462118776755753,0.4580824312856046,0.47476272739336756,0.49186367281722143,0.5099197880189833,0.5286831709728732,0.5470438014583818,0.5679259031529906
core_central~0002,ACT,Commercial buildings,Office,Heating,Hydrogen,PJ,,,,,0.006593231740052453,0.008109649241700396,0.008286148050279458,0.011139858,,,,,,,,,
core_central~0002,ACT,Commercial buildings,Office,Heating,Natural gas,PJ,0.36277890037804067,0.3894518834444594,0.33967523447068193,0.3287568234853954,0.2965550707392672,0.24056354554000098,0.18347048508391603,0.12975277149466796,0.07220487131956736,0.009447575547418525,,,,,,,
core_central~0002,ACT,Commercial buildings,Office,Hot Water,Electricity,PJ,0.0388274,0.041588448,0.038979094,0.038925766,0.038854521,0.038782389,0.0476117678033251,0.050566065113618726,0.039591392,0.044139966,0.045275171,0.05454400021314233,0.055660897620089134,0.05502476454150214,0.05461193917018407,0.05489480594118295,0.05660622016295505
core_central~0002,ACT,Commercial buildings,Office,Hot Water,Natural gas,PJ,0.06877714571949756,0.07383413436625437,0.07126994706997287,0.07133759456070957,0.06745442424095775,0.059381873213538355,0.05096599433022481,0.04274588446702932,0.03464682536196818,0.02557537406907957,0.015052688533989332,,,,,,
core_central~0002,ACT,Commercial buildings,Office,IT Equipment,Electricity,PJ,0.12693048218141031,0.13595687051308242,0.127226495059825,0.12698749691387873,0.12668655656634276,0.12633700902381112,0.13180273507022197,0.13433719866951338,0.12720581903132955,0.12754732720081607,0.12786761203980165,0.13016929827995122,0.13071478899125644,0.13058562907215632,0.12961626516094013,0.13184484812200323,0.1331253020627909
core_central~0002,ACT,Commercial buildings,Office,Lighting,Electricity,PJ,0.1901777440205536,0.19126328547192048,0.15883572942030708,0.14986692914219216,0.14119848093914197,0.13235547868399264,0.12767700064070986,0.12578599787482933,0.11387185542290973,0.11296219906212221,0.10933094366174043,0.10300216432140918,0.10442564191766673,0.10209346314363703,0.10147434256843321,0.12554685932541865,0.16091994140725854
core_central~0002,ACT,Commercial buildings,Office,Other,Electricity,PJ,0.012913178190468335,0.013721535331224041,0.014081792464823288,0.01443609231065643,0.014709243662774712,0.01515748680960499,0.02178678819487005,0.024147190253389326,0.01674938958182323,0.018219571543296755,0.018815291476188996,0.022151873965071695,0.027186926509889697,0.030812587175237417,0.03334438893776206,0.037369412261713524,0.04037315933223448
core_central~0002,ACT,Commercial buildings,Office,Other,Natural gas,PJ,0.03432351986744166,0.0371072370403961,0.03822828657022368,0.03909000847651812,0.03798175457187124,0.03476758018025051,0.03139117837076252,0.028069976173067664,0.024513348466028095,0.024598453000000003,0.019756888,0.014576161,0.009036286,,,,
core_central~0002,ACT,Commercial buildings,Office,Vertical transport,Electricity,PJ,0.05116843471296293,0.05356484217352386,0.05477988490309399,0.056451436099061135,0.05779434838728899,0.05921610095301273,0.06524775516707342,0.06863370514984866,0.06533210140153202,0.0670481167187252,0.06886800716456126,0.07317190577688766,0.07548794423323149,0.07707711857250894,0.07841617118139126,0.08062327148728053,0.08325610892315077
core_central~0002,ACT,Commercial buildings,Public Building,Appliances,Electricity,PJ,,,,,,,0.0,0.0,0.004915685,0.004703829,0.0,0.007982067,0.0068423,0.006721695,0.008009273,0.008006624,0.007991591
core_central~0002,ACT,Commercial buildings,Public Building,Appliances,Natural gas,PJ,0.018333275466542398,0.019680281311154565,0.018245306204516337,0.018029726394670223,0.016751870168002364,0.01434756556233629,0.01181750158545791,0.009367143156681497,0.0067606195351070965,0.006957927,,,,,,,
core_central~0002,ACT,Commercial buildings,Public Building,Cooling,Electricity,PJ,0.23122808146514504,0.24621393162372776,0.21285688387377724,0.2069092381878207,0.19975802005134144,0.19215116869286997,0.1865229438338803,0.1844226499885906,0.17405398629997712,0.16945882971695936,0.16521790532329875,0.16825780832420553,0.17095441921047064,0.1711988106752439,0.17356211669884586,0.17510966885714344,0.1791904680793084
core_central~0002,ACT,Commercial buildings,Public Building,Heating,Electricity,PJ,0.03320456973087592,0.03589566147121943,0.03697991529435447,0.038108546410724926,0.0392842120349847,0.04051588557134474,0.05789979605834881,0.0656721389719741,0.07011819968079291,0.08352489459564752,0.0828186372104868,0.08960012373833515,0.09284460568996666,0.09614895809873833,0.10289233316715102,0.10672285480515063,0.1125780084177544
core_central~0002,ACT,Commercial buildings,Public Building,Heating,Hydrogen,PJ,,,,,0.005947359259947548,0.007315280367600228,0.0074745319497205405,,,,,,,,,,
core_central~0002,ACT,Commercial buildings,Public Building,Heating,Natural gas,PJ,0.32725675034102414,0.35129911768556105,0.3063967199697162,0.2965492526147892,0.26750454790737616,0.21699948724521903,0.16549982583162587,0.11704356808650203,0.06513166295351258,0.00852234310103489,,,,,,,
core_central~0002,ACT,Commercial buildings,Public Building,Hot Water,Electricity,PJ,,,,,,0.0,0.0,0.0,0.0,0.004895561,0.008065349,0.01210466,0.013188208,0.01340166,0.012216451,0.013508507,0.012610949
core_central~0002,ACT,Commercial buildings,Public Building,Hot Water,Natural gas,PJ,0.07605623183444479,0.08164404265086189,0.07880807612186055,0.07888321138933853,0.07458994983435296,0.06566392558398887,0.05635804206997576,0.04726822295915085,0.038311853952614,0.028281645884964898,0.016644791261376198,,,,,,
core_central~0002,ACT,Commercial buildings,Public Building,IT Equipment,Electricity,PJ,0.2512774359887779,0.26913202361466937,0.2518481410695128,0.2513760996600203,0.2507825464253669,0.25008627451769533,0.2532968397315415,0.25557851747468713,0.2515655317244674,0.25225065112233835,0.2528527797047549,0.25411482600076085,0.2552337450228581,0.2558746134697496,0.25339486293069413,0.2580289856385986,0.25943703802595797
core_central~0002,ACT,Commercial buildings,Public Building,Lighting,Electricity,PJ,0.2500461842962571,0.25145994057988497,0.20882494294510295,0.1970342891693674,0.1856392433381862,0.17401227723765514,0.16523990502864572,0.1618137054837618,0.1496304665070418,0.14844173209766867,0.14365393081716332,0.1341504242369316,0.136097592558251,0.13333803761268373,0.13238042188580165,0.1641772377877068,0.2104839984379771
core_central~0002,ACT,Commercial buildings,Public Building,Other,Electricity,PJ,0.07868446322043848,0.08360556535805516,0.0858000124936918,0.0879591241342944,0.0896242096340913,0.09232359945678006,0.09897053430510412,0.10324038754993035,0.10080463632577065,0.10346218824438842,0.10677787925799803,0.11196446798062515,0.11551125373545863,0.11806882958605253,0.1219347321632878,0.1259423161775648,0.1305014196070669
core_central~0002,ACT,Commercial buildings,Public Building,Vertical transport,Electricity,PJ,0.05082637979755262,0.05320390782986955,0.05441038461018688,0.05607089728382748,0.05740525361518186,0.058817895483745344,0.06485210699528589,0.06822860807900032,0.06489389178348913,0.06660033639020345,0.06840527834857028,0.07270034803876502,0.07500013910138832,0.07657311263550604,0.07790565593266444,0.08009926628424131,0.08271866573574328
core_central~0002,ACT,Commercial buildings,Retail,Appliances,Electricity,PJ,,,,,,,,0.0,0.0,0.0,0.0,0.005950587,0.005100867999999999,0.005010957,0.005970477,0.005968553,0.005956811999999999
core_central~0002,ACT,Commercial buildings,Retail,Appliances,Natural gas,PJ,0.01366699641520743,0.014671152688845437,0.013600995688170782,0.013441301709556347,0.012488781831997631,0.010696109437663711,0.008809507414542091,0.006983108936591223,0.005040252464892903,,,,,,,,
core_central~0002,ACT,Commercial buildings,Retail,Cooling,Electricity,PJ,0.11371568936096113,0.12108556041559462,0.10463806154446276,0.10176041565301248,0.09763372375269502,0.0934833920501472,0.09615465966240967,0.09670705967568485,0.08548434353315339,0.08314453674962657,0.08098236807271286,0.08173686055930023,0.08236305402271514,0.08169731187179462,0.08286426232746283,0.08333425104035558,0.08486275624030983
core_central~0002,ACT,Commercial buildings,Retail,Heating,Electricity,PJ,0.6252591592807374,0.6759336587178912,0.6963291770575538,0.7176351782655249,0.7397823584755825,0.7628523533221486,0.790157663610431,0.82119812030293,0.8494534429894337,0.8790100179989856,0.9076358085227187,0.9370091127226486,0.9677346910884312,1.000042416081076,1.0346022566311026,1.07138621413249,1.1075810289212187
core_central~0002,ACT,Commercial buildings,Retail,Heating,Natural gas,PJ,0.17663580018406672,0.18961255664655036,0.16537153230240179,0.16006859253119637,0.14431938286529578,0.11712872761038268,0.08932655787934228,0.06317515275118361,0.035157262513813466,0.004599695351546588,,,,,,,
core_central~0002,ACT,Commercial buildings,Retail,Hot Water,Electricity,PJ,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00402332,0.004087862
core_central~0002,ACT,Commercial buildings,Retail,Hot Water,Natural gas,PJ,0.03759270140787874,0.04035460957142427,0.03895166099917944,0.03899172852273627,0.0368699717545897,0.03245713468054429,0.027855923845321564,0.023363969889570138,0.018938024548012106,0.013978266990722871,0.008227245258155949,,,,,,
core_central~0002,ACT,Commercial buildings,Retail,IT Equipment,Electricity,PJ,0.05791120953129374,0.06202609566282737,0.058040940632098255,0.05793650959212218,0.05780031870265311,0.05764349500286198,0.06546805766297047,0.06833031792870678,0.058195695210426876,0.058341751465350575,0.05806914717714638,0.06155603936277578,0.06168486964180085,0.06086141403609549,0.061444942892688786,0.06146289040459168,0.06273302954778043
core_central~0002,ACT,Commercial buildings,Retail,Lighting,Electricity,PJ,0.1439777209473693,0.1447917414245671,0.12023861422174982,0.11312525688807475,0.10612090017646107,0.09897787013968026,0.098875346893031,0.09820605626252733,0.08596402937399387,0.08289519248749462,0.07978412934698821,0.07904785414001803,0.0765778286358719,0.07368217971361785,0.07211633967138838,0.0690488309065135,0.07163178100348418
core_central~0002,ACT,Commercial buildings,Retail,Other,Electricity,PJ,0.058047038008289094,0.08429443536112675,0.09578827267837683,0.1044922391606351,0.1128766113278958,0.12286977385860388,0.13662865991896386,0.1488468442934824,0.155655299242532,0.1671187387478233,0.18009036447489835,0.19509895913342443,0.20945145638238336,0.222886478926845,0.2385858532227714,0.25536998893410034,0.27315782032461927
core_central~0002,ACT,Commercial buildings,Retail,Other,Oil,PJ,0.257460061,0.1911854128020529,0.1610463517541266,0.1541188927507607,0.14665418774686068,0.13862329074223464,0.12998104547354042,0.12070313646050793,0.11073745972228606,0.10002380842449407,0.08853439239855951,0.07621016036389913,0.06299206331483512,0.0488210508609237,0.033645016672115086,0.01739333428190553,
core_central~0002,ACT,Commercial buildings,Retail,Vertical transport,Electricity,PJ,0.023342330580228308,0.02795415364007676,0.02970503296716548,0.030613882224785435,0.03245418697175742,0.0343507727229695,0.040704431884721906,0.04354294835604906,0.03800327899461197,0.03899480070727682,0.0400599174959426,0.04382877514156719,0.04515709869214912,0.04575179076384196,0.04665128824985284,0.04790576072230689,0.049801121967020134
core_central~0002,ACT,Commercial buildings,School,Cooling,Electricity,PJ,0.007020349857447476,0.010554903982334567,0.006568373798402196,0.006428590588056123,0.006237009341793642,0.006051378821069164,0.01648691801404716,0.019456977468918203,0.005848201676471162,0.005988551219917585,0.006330395085797989,0.011558410244647179,0.01181519118050396,0.010914398076116539,0.011776733054621034,0.012020709911250883,0.014750227666309932
core_central~0002,ACT,Commercial buildings,School,Heating,Electricity,PJ,,,,,,,0.008318368859434988,0.010356909394180724,0.0,0.0,0.0,0.004232408532180076,0.004253349921335013,0.0035244631081226886,0.003906097668759224,0.00389029712889198,0.0048520272338792875
core_central~0002,ACT,Commercial buildings,School,Heating,Natural gas,PJ,0.029427900030665904,0.031588478886941634,0.027554028403275574,0.02666781888959896,0.024055552413838506,0.0195124543083846,0.014882623311200197,0.010524630127536329,0.005857476076619928,,,,,,,,
core_central~0002,ACT,Commercial buildings,School,Hot Water,Electricity,PJ,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
core_central~0002,ACT,Commercial buildings,School,Hot Water,Natural gas,PJ,0.008369102967438875,0.008983583383344854,0.008672517783750224,0.008680578527215637,0.008208011150567468,0.0072252605219284794,0.006201707740580367,0.0052011816720057506,0.002152668137405725,,,,,,,,
core_central~0002,ACT,Commercial buildings,School,IT Equipment,Electricity,PJ,,,,,,,0.012574405183949729,0.01563870603342882,,,,0.006364422484712281,0.006381269752656555,0.0052546550892003455,0.005823344812965903,0.005781868108402196,0.007231906998766008
core_central~0002,ACT,Commercial buildings,School,Lighting,Electricity,PJ,0.006203778593638404,0.006238581550203436,0.005272858991571016,0.004999944061704857,0.004744795470726468,0.004504578360097672,0.015280241267669506,0.01816131802897969,0.004240226984382939,0.0042731207380111895,0.0047745872621786645,0.01030850140805887,0.014651195813848515,0.014622570643922918,0.016081756015700152,0.016136884363697,0.018359001356896127
core_central~0002,ACT,Commercial buildings,School,Other,Electricity,PJ,0.01746424412133159,0.0196896779512801,0.020208781358329958,0.02178882419049523,0.025399174390613264,0.02616685186017954,0.033707423138714096,0.036359831433480046,0.030907507563260127,0.03275032312563074,0.03381018276537735,0.0374033493868212,0.038499793557032654,0.038801086273432435,0.04023659838876279,0.04146226166470376,0.0434904477565774
core_central~0002,ACT,Commercial buildings,School,Other,Oil,PJ,0.011282801,0.01219668005116699,0.012566521058844846,0.012949761063082283,0.0133490810679824,0.013764481073699554,0.014198641160964021,0.01464888217725147,0.015120562098624002,0.015608322222286702,0.01611752225460517,0.016648162297944708,0.017202922359077083,0.017776442677588926,0.018376763913302094,0.01899852440020959,0.019649771999999996
core_central~0002,ACT,Commercial buildings,Supermarket,Cooling,Electricity,PJ,,,,,,,0.007928964074375438,0.009980483376651188,,,,0.004036070993739135,0.004048212274239742,0.003272686558055679,0.0036580773222758445,0.0036269055483135635,0.004589795449237701
core_central~0002,ACT,Commercial buildings,Supermarket,IT Equipment,Electricity,PJ,,,,,,,0.007954025772476064,0.009997975140193722,,,,0.004019366750682355,0.004029659514845764,0.0032760904290024388,0.0036550524044594566,0.003626649994747186,0.004594465171773428
core_central~0002,ACT,Commercial buildings,Supermarket,Lighting,Electricity,PJ,,,,,,,0.007951982235330396,0.00999168899931211,,,,0.004036215512912714,0.004037432331186951,0.0032933079084615457,0.003696635135349919,0.003642364789330546,0.004577114239241881
core_central~0002,ACT,Commercial buildings,Tertiary,Cooling,Electricity,PJ,,,,,,,0.007928964074375438,0.009980483376651188,,,,0.004036070993739135,0.004048211290126628,0.0032726855820456495,0.003658075372275752,0.0036269026346597787,0.004589791581406744
core_central~0002,ACT,Commercial buildings,Tertiary,Lighting,Electricity,PJ,,,,,,,0.00795198140401979,0.00999168899931211,,,,0.004036214724190389,0.004037431555594252,0.003293307140918629,0.003696634373738916,0.003642363297562589,0.004577112779918357
core_central~0002,NSW,Commercial buildings,Age Care,Appliances,Biomethane,PJ,,,,,,,,,,,,,,,0.0022204869714539145,0.002209815892901497,0.0033516974156960664
core_central~0002,NSW,Commercial buildings,Age Care,Appliances,Natural gas,PJ,0.00484,0.005227593777265985,0.004856744718314673,0.004709201447622914,0.00455816179598866,0.004403851238998296,0.003284241099993428,0.0032489516255454097,0.004138321877071768,0.004097901894478571,0.004077012803237935,,,,,,
core_central~0002,NSW,Commercial buildings,Age Care,Cooling,Electricity,PJ,0.832964,0.8976464201554044,0.7800485304149649,0.7579212241654,0.7284234306540389,0.6990342526042215,0.6816258305220697,0.6749450183724284,0.6305647385478927,0.6121437487538274,0.5924201722876279,0.5773424796611669,0.5891353835813199,0.5926555803918793,0.5867877512628271,0.5989921230973715,0.6017752467592168
core_central~0002,NSW,Commercial buildings,Age Care,Heating,Biomethane,PJ,,,,,,,,0.002022617874573385,0.004376934143561145,0.004483759255708497,0.004370865566840919,0.024231387334509833,0.024950247370947018,0.02863363443636489,0.03399403067403235,0.03477574595855521,0.03606267935684754
core_central~0002,NSW,Commercial buildings,Age Care,Heating,Electricity,PJ,0.622424,0.677014701,0.697192044,0.717948084,0.739295684,0.761247706,0.796636253,0.824730112,0.831086001,0.855537232,0.880832862,0.906835773,0.933597438,0.961117841,0.98943556,1.018576323,1.048540152
core_central~0002,NSW,Commercial buildings,Age Care,Heating,Natural gas,PJ,0.058564,0.06325388465010924,0.05537743215792694,0.052631893534593036,0.04980312918996252,0.046751722143630305,0.043678823345539144,0.04222244653496723,0.04069820056408823,0.039323897354136425,0.0380786276351011,0.01728798028102621,0.01669887025583621,0.013229681887340892,0.008129661624471353,0.007348857727321944,0.006113187065457089
core_central~0002,NSW,Commercial buildings,Age Care,Hot Water,Biomethane,PJ,,,,,,,,,,,,0.0010703316305827972,,,,,
core_central~0002,NSW,Commercial buildings,Age Care,Hot Water,Electricity,PJ,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
core_central~0002,NSW,Commercial buildings,Age Care,Hot Water,Natural gas,PJ,0.0242,0.026137968863819378,0.025258224676493496,0.024801831349957504,0.02326162819724121,0.020641374034351623,0.018018201621993954,0.015739809185272374,0.013377407423171417,0.010929595662261777,0.008423075817375756,,,,,,
core_central~0002,NSW,Commercial buildings,Age Care,IT Equipment,Electricity,PJ,0.937992,1.0108301932638217,0.9526600089609202,0.9520199089216097,0.9506818448393348,0.9478595941457725,0.9601127869161815,0.9699323223632496,0.9498474878053258,0.94464420427077,0.9434379276854683,0.9391343483243717,0.9423333603135876,0.9426117398719892,0.9380500151913465,0.9362945075761407,0.9337645480197151
core_central~0002,NSW,Commercial buildings,Age Care,Lighting,Electricity,PJ,0.937992,0.9491075457813979,0.7988075948174944,0.7534317365551501,0.707399430343642,0.6614741395512588,0.6297446531917748,0.6172791124831623,0.5665029762267665,0.5430904051498555,0.5241230636104061,0.49384752776923035,0.4842719920772754,0.4685494950666041,0.451933464973734,0.4811087370386727,0.466456514898414
core_central~0002,NSW,Commercial buildings,Age Care,Other,Biomethane,PJ,,,0.007694779,,,,,,,0.008488591,0.009455214,0.012467302,0.01283383,0.013210643,0.013598396,0.01399765,0.014407107
core_central~0002,NSW,Commercial buildings,Age Care,Other,Natural gas,PJ,0.012584,0.0136877,0.006400862,0.014132735,0.014163384,0.014187268,0.014204296,0.014467294,0.014732816,0.008272223,0.007801167,0.005298497,0.005456256,0.005618594,0.005785618,0.005957266,0.006134997
core_central~0002,NSW,Commercial buildings,Data Centre,Cooling,Electricity,PJ,,,,,,,0.02295498562091969,0.0307475647800187,,,,,,,,,
